RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
1	-2653730	-3662513	65.592544	-16.457024	65:35:33N	16:27:25W	28WDT3282275273	NQ27-11	T	HLL		IC	40				N				STORARAUDHKA	Stóra-Rauðka	Stora-Raudhka	STORARAUDHKA	Stóra-Rauðka	Stora-Raudhka		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2653338	-3662086	66.129663	-17.169992	66:07:47N	17:10:12W	28WDU0202836060	NQ27-07	T	HLL		IC	40				N				SOLHEIMAFJALL	Sólheimafjall	Solheimafjall	SOLHEIMAFJALL	Sólheimafjall	Solheimafjall		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2656170	-3665213	65.407686	-16.179571	65:24:28N	16:10:46W	28WDT4522754404	NQ27-11	T	HLL		IC	40				N				YZTAFELL	Yztafell	Yztafell	YZTAFELL	Yztafell	Yztafell		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642124	-3649668	64.991116	-22.184474	64:59:28N	22:11:04W	27WVN4412807988	NQ27-13	T	HLL		IC	45				N	isl			BILDUHOLSFELL	Bílduhólsfell	Bilduholsfell	BILDUHOLSFELL	Bílduhólsfell	Bilduholsfell		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642922	-3650563	64.93997	-23.461736	64:56:24N	23:27:42W	27WUN8367504029	NQ27-13	T	HLL		IC	45				N	isl			BULANDSHOFDHI	Búlandshöfði	Bulandshofdhi	BULANDSHOFDHI	Búlandshöfði	Bulandshofdhi		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2641997	-3649528	64.766667	-22.233333	64:46:00N	22:14:00W	27WVM4133683022	NQ27-13	T	HLL		IC	45				N	isl			BARNABORG	Barnaborg	Barnaborg	BARNABORG	Barnaborg	Barnaborg		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643461	-3651156	64.916667	-22.766667	64:55:00N	22:46:00W	27WVN1643900334	NQ27-13	T	HLL		IC	45				N	isl			EINBUI	Einbúi	Einbui	EINBUI	Einbúi	Einbui		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	84924	104795	64.816667	-24.016667	64:49:00N	24:01:00W	26WPS4160791360	NQ27-13	T	HLL		IC	45				N	isl		Hóll	GRASHOLL	Grashóll	Grasholl	GRASHOLL	Grashóll	Grasholl		2011-02-09	1,2,3,4,5	1			1995-09-05		
1	84953	104831	64.85	-22.833333	64:51:00N	22:50:00W	27WVM1307192997	NQ27-13	T	HLL		IC	45				N	isl		Fell	LAGAFELL	Lágafell	Lagafell	LAGAFELL	Lágafell	Lagafell		2011-02-09	1,2,3,4,5	1			1995-09-05		
1	-2651568	-3660097	64.955684	-22.115938	64:57:20N	22:06:57W	27WVN4729103981	NQ27-13	V	HTH		IC	45				N	isl			RAUDHAMELSHEIDHI	Rauðamelsheiði	Raudhamelsheidhi	RAUDHAMELSHEIDHI	Rauðamelsheiði	Raudhamelsheidhi		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2648201	-3656399	64.842973	-23.612162	64:50:35N	23:36:44W	27WUM7612493511	NQ27-13	V	HTH		IC	45				N	isl			KAMBSHEIDHI	Kambsheiði	Kambsheidhi	KAMBSHEIDHI	Kambsheiði	Kambsheidhi		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2644401	-3652194	64.852624	-23.559564	64:51:09N	23:33:34W	27WUM7866194484	NQ27-13	V	HTH		IC	45				N	isl			FRODHARHEIDHI	Fróðárheiði	Frodharheidhi	FRODHARHEIDHI	Fróðárheiði	Frodharheidhi		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655420	-3664375	65.106684	-22.802013	65:06:24N	22:48:07W	27WVN1537121552	NQ27-09	T	ISL		IC	45				N	isl			VADHSTAKKSEY	Vaðstakksey	Vadhstakksey	VADHSTAKKSEY	Vaðstakksey	Vadhstakksey		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2654599	-3663491	65.067856	-22.905861	65:04:04N	22:54:21W	27WVN1036517369	NQ27-09	T	ISL		IC	45				N	isl			THORMODHSEY	Þormóðsey	Thormodhsey	THORMODHSEY	Þormóðsey	Thormodhsey		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2654567	-3663454	65.095327	-22.705127	65:05:43N	22:42:18W	27WVN1988620160	NQ27-09	T	ISL		IC	45				V				THORISHOLMUR	Þórishólmur	Thorisholmur	THORISHOLMUR	Þórishólmur	Thorisholmur		2011-02-09	1,2,3,4,5				1993-09-01		
1	-2654567	-3663453	65.095327	-22.705127	65:05:43N	22:42:18W	27WVN1988620160	NQ27-09	T	ISL		IC	45				N	isl			THORISHOLMI	Þórishólmi	Thorisholmi	THORISHOLMI	Þórishólmi	Thorisholmi		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2650299	-3658679	64.204968	-15.896497	64:12:18N	15:53:47W	28WDS5647320161	NQ27-15	T	PK		IC	38				N				MIDHBOTNSTINDUR	Miðbotnstindur	Midhbotnstindur	MIDHBOTNSTINDUR	Miðbotnstindur	Midhbotnstindur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2650282	-3658661	64.033602	-16.42531	64:02:01N	16:25:31W	28WDS3037301537	NQ27-15	T	PK		IC	38				N				MIDHAFTANSTINDUR	Miðaftanstindur	Midhaftanstindur	MIDHAFTANSTINDUR	Miðaftanstindur	Midhaftanstindur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2651886	-3660475	63.970962	-16.650123	63:58:15N	16:39:00W	28VDR1921294824	NP27-03	T	PK		IC	38				N				ROTARFJALLSHNUKUR	Rótarfjallshnúkur	Rotarfjallshnukur	ROTARFJALLSHNUKUR	Rótarfjallshnúkur	Rotarfjallshnukur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2651885	-3660474	64.33921	-15.83026	64:20:21N	15:49:49W	28WDS5988435076	NQ27-15	T	MT		IC	38				N				ROTARFJALL	Rótarfjall	Rotarfjall	ROTARFJALL	Rótarfjall	Rotarfjall		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2648287	-3656488	64.9	-21.7	64:54:00N	21:42:00W	27WVM6686897493	NQ27-13	T	CLF		IC	45				N	isl			KATTARHRYGGUR	Kattarhryggur	Kattarhryggur	KATTARHRYGGUR	Kattarhryggur	Kattarhryggur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2645461	-3653364	64.75	-21.983333	64:45:00N	21:59:00W	27WVM5319880956	NQ27-13	T	CLF		IC	45				N	isl			HAAHLIDH	Háahlíð	Haahlidh	HAAHLIDH	Háahlíð	Haahlidh		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2652930	-3661636	65.1	-22.066667	65:06:00N	22:04:00W	27WVN4989020023	NQ27-09	H	COVE		IC	45				N	isl			SKIPAHVAMMUR	Skipahvammur	Skipahvammur	SKIPAHVAMMUR	Skipahvammur	Skipahvammur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2651940	-3660532	65.398056	-21.939433	65:23:53N	21:56:22W	27WVN5636153144	NQ27-10	H	COVE		IC	45				N	isl			SALTHOLMAVIK	Salthólmavík	Saltholmavik	SALTHOLMAVIK	Salthólmavík	Saltholmavik		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2650842	-3659262	65.133333	-21.733333	65:08:00N	21:44:00W	27WVN6559223514	NQ27-10	H	COVE		IC	45				N	isl			NAUSTABOT	Naustabót	Naustabot	NAUSTABOT	Naustabót	Naustabot		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2650210	-3658580	65.201554	-22.530768	65:12:06N	22:31:51W	27WVN2836431786	NQ27-09	H	COVE		IC	45				N	isl			MELAVIK	Melavík	Melavik	MELAVIK	Melavík	Melavik		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649417	-3657710	64.315002	-22.094921	64:18:54N	22:05:42W	27WVM4705132572	NQ27-13	H	COVE		IC	45				V				LAMBHUSSUNDI	Lambhussundi	Lambhussundi	LAMBHUSSUNDI	Lambhussundi	Lambhussundi		2011-02-09	1,2,3,4,5				1993-09-01		
1	-2649417	-3657705	64.315002	-22.094921	64:18:54N	22:05:42W	27WVM4705132572	NQ27-13	H	COVE		IC	45				N	isl			LAMBHUSASUND	Lambhúsasund	Lambhusasund	LAMBHUSASUND	Lambhúsasund	Lambhusasund		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649261	-3657537	65.029306	-21.801839	65:01:46N	21:48:07W	27WVN6223011960	NQ27-10	H	COVE		IC	45				N	isl			LAEKJARSKOGARFJORUR	Lækjarskógarfjörur	Laekjarskogarfjorur	LAEKJARSKOGARFJORUR	Lækjarskógarfjörur	Laekjarskogarfjorur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649163	-3657431	65.181961	-22.55348	65:10:55N	22:33:13W	27WVN2724829629	NQ27-09	H	COVE		IC	45				N	isl			KVENNHOLSVOGUR	Kvennhólsvogur	Kvennholsvogur	KVENNHOLSVOGUR	Kvennhólsvogur	Kvennholsvogur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642470	-3650055	64.552775	-21.91588	64:33:10N	21:54:57W	27WVM5609158931	NQ27-13	H	COVE		IC	45				N	isl			BORGARVOGUR	Borgarvogur	Borgarvogur	BORGARVOGUR	Borgarvogur	Borgarvogur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	163101	200263	64.393297	-21.970504	64:23:36N	21:58:14W	27WVM5320041199	NQ27-13	H	COVE		IC	45				D			Vogur	SULUNESVOGUR	Súlunesvogur	Sulunesvogur	SULUNESVOGUR	Súlunesvogur	Sulunesvogur		2011-02-09	1,2,3,4,5	1			1996-04-17		
1	-2645232	-3653109	64.780802	-21.972282	64:46:51N	21:58:20W	27WVM5377684381	NQ27-13	H	LK		IC	45				N	isl			GRJOTARVATN	Grjótárvatn	Grjotarvatn	GRJOTARVATN	Grjótárvatn	Grjotarvatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2646864	-3654905	64.633333	-21.85	64:38:00N	21:51:00W	27WVM5936967864	NQ27-13	H	LK		IC	45				N	isl			HOLMAVATN	Hólmavatn	Holmavatn	HOLMAVATN	Hólmavatn	Holmavatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2646863	-3654904	64.382694	-21.758768	64:22:58N	21:45:32W	27WVM6339639878	NQ27-13	H	LK		IC	45				N	isl		vatn	HOLMAVATN	Hólmavatn	Holmavatn	HOLMAVATN	Hólmavatn	Holmavatn		2011-02-09	1,2,3,4,5	1			1997-05-22		
1	-2645124	-3652990	65.2	-21.966667	65:12:00N	21:58:00W	27WVN5475831091	NQ27-10	H	LK		IC	45				N	isl			GRENSVATN	Grensvatn	Grensvatn	GRENSVATN	Grensvatn	Grensvatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643130	-3650786	65.416667	-21.7	65:25:00N	21:42:00W	27WVN6750655073	NQ27-10	H	LK		IC	45				N	isl			DEILDARVATN	Deildarvatn	Deildarvatn	DEILDARVATN	Deildarvatn	Deildarvatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643129	-3650785	65.235692	-22.368561	65:14:08N	22:22:07W	27WVN3603635416	NQ27-09	H	LK		IC	45				N	isl			DEILDARVATN	Deildarvatn	Deildarvatn	DEILDARVATN	Deildarvatn	Deildarvatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643435	-3651126	64.378146	-21.808169	64:22:41N	21:48:29W	27WVM6100739401	NQ27-13	H	LK		IC	45				N	isl		vatn	EIDHISVATN	Eiðisvatn	Eidhisvatn	EIDHISVATN	Eiðisvatn	Eidhisvatn		2011-02-09	1,2,3,4,5	1			1997-05-22		
1	293729	367973	64.37076	-21.763884	64:22:15N	21:45:50W	27WVM6313338552	NQ27-13	H	LK		IC	45				N	isl		tjörn	KATANESTJORN	Katanestjörn	Katanestjorn	KATANESTJORN	Katanestjörn	Katanestjorn		2011-02-09	1,2,3,4,5	1			1997-05-22		
1	-2646889	-3654931	65.013471	-22.045159	65:00:48N	22:02:43W	27WVN5074010363	NQ27-09	H	LKS		IC	45				N	isl			HOLMLATURSVOTN	Hólmlátursvötn	Holmlatursvotn	HOLMLATURSVOTN	Hólmlátursvötn	Holmlatursvotn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643768	-3651507	65.21033	-22.346124	65:12:37N	22:20:46W	27WVN3702532567	NQ27-09	H	LKS		IC	45				N	isl			FABEINSVOTN	Fábeinsvötn	Fabeinsvotn	FABEINSVOTN	Fábeinsvötn	Fabeinsvotn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655247	-3664192	65.333333	-22.033333	65:20:00N	22:02:00W	27WVN5188145999	NQ27-09	T	MT		IC	45				N	isl			TUNGUMULI	Tungumúli	Tungumuli	TUNGUMULI	Tungumúli	Tungumuli		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655246	-3664191	65.181393	-22.211813	65:10:53N	22:12:43W	27WVN4324529215	NQ27-09	T	MT		IC	45				N	isl			TUNGUMULI	Tungumúli	Tungumuli	TUNGUMULI	Tungumúli	Tungumuli		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642501	-3650087	64.241803	-15.777027	64:14:30N	15:46:37W	28WDS6232324189	NQ27-15	T	MT		IC	38				N				BOTNAFJALL	Botnafjall	Botnafjall	BOTNAFJALL	Botnafjall	Botnafjall		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642445	-3650030	64.183333	-15.816667	64:11:00N	15:49:00W	28WDS6031817698	NQ27-15	P	PPL		IC	38				N				BORGARHOFN	Borgarhöfn	Borgarhofn	BORGARHOFN	Borgarhöfn	Borgarhofn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642443	-3650028	64.20865	-15.804324	64:12:31N	15:48:16W	28WDS6095320512	NQ27-15	V	HTH		IC	38				N				BORGARHAFNARHEIDHI	Borgarhafnarheiði	Borgarhafnarheidhi	BORGARHAFNARHEIDHI	Borgarhafnarheiði	Borgarhafnarheidhi		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642419	-3649998	63.809548	-16.629012	63:48:34N	16:37:44W	28VDR1978676815	NP27-03	T	RK		IC	38				N				BORGAKLETTUR	Borgaklettur	Borgaklettur	BORGAKLETTUR	Borgaklettur	Borgaklettur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642419	-3649997	63.809548	-16.629012	63:48:34N	16:37:44W	28VDR1978676815	NP27-03	T	RK		IC	38				V				BORGAKLAKKUR	Borgaklakkur	Borgaklakkur	BORGAKLAKKUR	Borgaklakkur	Borgaklakkur		2011-02-09	1,2,3,4,5				1993-09-01		
1	-2647611	-3655733	64.38817	-14.936748	64:23:17N	14:56:12W	28WES0305140272	NQ27-16	S	FRM		IC	38				N				HVAMMUR	Hvammur	Hvammur	HVAMMUR	Hvammur	Hvammur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2647586	-3655708	64.394526	-14.984942	64:23:40N	14:59:06W	28WES0072640979	NQ27-16	V	HTH		IC	38				N				HVAMMSHEIDHI	Hvammsheiði	Hvammsheidhi	HVAMMSHEIDHI	Hvammsheiði	Hvammsheidhi		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2648387	-3656596	64.338521	-15.211319	64:20:19N	15:12:41W	28WDS8978934754	NQ27-15	T	MT		IC	38				N				KETILLAUGARFJALL	Ketillaugarfjall	Ketillaugarfjall	KETILLAUGARFJALL	Ketillaugarfjall	Ketillaugarfjall		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2647562	-3655678	64.333333	-15.25	64:20:00N	15:15:00W	28WDS8791834183	NQ27-15	S	FRM		IC	38				N				HVAMMAR	Hvammar	Hvammar	HVAMMAR	Hvammar	Hvammar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649071	-3657337	64.37348	-15.271042	64:22:25N	15:16:16W	28WDS8692038661	NQ27-15	S	FRM		IC	38				N				KROSSBAER	Krossbær	Krossbaer	KROSSBAER	Krossbær	Krossbaer		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649070	-3657336	64.37113	-15.268692	64:22:16N	15:16:07W	28WDS8703238399	NQ27-15	S	FRM		IC	38				N				KROSSBAEJARGERDHI	Krossbæjargerði	Krossbaejargerdhi	KROSSBAEJARGERDHI	Krossbæjargerði	Krossbaejargerdhi		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649050	-3657315	64.351596	-14.86853	64:21:06N	14:52:07W	28WES0635036201	NQ27-16	S	FRM		IC	38				N				KROSSALAND	Krossaland	Krossaland	KROSSALAND	Krossaland	Krossaland		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2648321	-3656527	64.251175	-15.460883	64:15:04N	15:27:39W	28WDS7766025085	NQ27-15	S	FRMQ		IC	38				N				KELDUHOLT	Kelduholt	Kelduholt	KELDUHOLT	Kelduholt	Kelduholt		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2647508	-3655613	64.416667	-15.4	64:25:00N	15:24:00W	28WDS8072743507	NQ27-15	T	RK		IC	38				N				HUSBERG	Húsberg	Husberg	HUSBERG	Húsberg	Husberg		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2648273	-3656474	64.283333	-14.966667	64:17:00N	14:58:00W	28WES0161428588	NQ27-16	T	VAL		IC	38				N				KASTARDALUR	Kastárdalur	Kastardalur	KASTARDALUR	Kastárdalur	Kastardalur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2648257	-3656456	64.381816	-14.78045	64:22:55N	14:46:50W	28WES1059239580	NQ27-16	H	STM		IC	38				N				KARLSA	Karlsá	Karlsa	KARLSA	Karlsá	Karlsa		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643698	-3651436	64.989687	-15.211101	64:59:23N	15:12:40W	28WDT9004107322	NQ27-15	H	LK		IC	38				N				EYRARSELSVATN	Eyrarselsvatn	Eyrarselsvatn	EYRARSELSVATN	Eyrarselsvatn	Eyrarselsvatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642909	-3650547	65.071624	-15.105993	65:04:18N	15:06:22W	28WDT9501516441	NQ27-12	T	HLL		IC	38				N				BUGALDA	Bugalda	Bugalda	BUGALDA	Bugalda	Bugalda		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642897	-3650533	65.189681	-15.393754	65:11:23N	15:23:38W	28WDT8156429652	NQ27-12	H	LK		IC	38				N				BUDHARVATN	Búðarvatn	Budharvatn	BUDHARVATN	Búðarvatn	Budharvatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642888	-3650524	65.192666	-15.369556	65:11:34N	15:22:10W	28WDT8269929978	NQ27-12	T	HLL		IC	38				N				BUDHARHALS	Búðarháls	Budharhals	BUDHARHALS	Búðarháls	Budharhals		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642122	-3649666	65.087507	-15.727114	65:05:15N	15:43:38W	28WDT6582518404	NQ27-12	T	MT		IC	38				N				BILDUFELL	Bíldufell	Bildufell	BILDUFELL	Bíldufell	Bildufell		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642109	-3649653	65.051683	-14.922962	65:03:06N	14:55:23W	28WET0362614217	NQ27-12	S	FRM		IC	38				N				BESSASTADHIR	Bessastaðir	Bessastadhir	BESSASTADHIR	Bessastaðir	Bessastadhir		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642108	-3649652	65.126258	-15.029042	65:07:35N	15:01:45W	28WDT9863722526	NQ27-12	H	LKS		IC	38				N				BESSASTADHAVOTN	Bessastaðavötn	Bessastadhavotn	BESSASTADHAVOTN	Bessastaðavötn	Bessastadhavotn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642105	-3649649	65.063888	-14.908766	65:03:50N	14:54:32W	28WET0429215578	NQ27-12	S	FRM		IC	38				N				BESSASTADHAGERDHI	Bessastaðagerði	Bessastadhagerdhi	BESSASTADHAGERDHI	Bessastaðagerði	Bessastadhagerdhi		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642104	-3649648	65.061033	-14.891731	65:03:40N	14:53:30W	28WET0509415261	NQ27-12	H	STM		IC	38				N				BESSASTADHAA	Bessastaðaá	Bessastadhaa	BESSASTADHAA	Bessastaðaá	Bessastadhaa		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643642	-3651367	64.733152	-15.494415	64:43:59N	15:29:40W	28WDS7645378807	NQ27-15	H	BOG		IC	38				N				EYJAFELL	Eyjafell	Eyjafell	EYJAFELL	Eyjafell	Eyjafell		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643638	-3651362	64.761984	-15.433633	64:45:43N	15:26:01W	28WDS7937081999	NQ27-15	T	PLN		IC	38				N				EYJABAKKAR	Eyjabakkar	Eyjabakkar	EYJABAKKAR	Eyjabakkar	Eyjabakkar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642880	-3650515	65.138677	-15.372752	65:08:19N	15:22:22W	28WDT8251423962	NQ27-12	H	STM		IC	38				N				BUDHARA	Búðará	Budhara	BUDHARA	Búðará	Budhara		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642057	-3649593	64.716667	-15.433333	64:43:00N	15:26:00W	28WDS7934976949	NQ27-15	S	HUT		IC	38				N				BERGKVISLARKOFI	Bergkvíslarkofi	Bergkvislarkofi	BERGKVISLARKOFI	Bergkvíslarkofi	Bergkvislarkofi		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642057	-3651385	64.716667	-15.433333	64:43:00N	15:26:00W	28WDS7934976949	NQ27-15	S	HUT		IC	38				V				EYJAKOFI	Eyjakofi	Eyjakofi	EYJAKOFI	Eyjakofi	Eyjakofi		2011-02-09	1,2,3,4,5				1993-09-01		
1	-2642056	-3649592	64.730643	-15.464695	64:43:50N	15:27:53W	28WDS7786678517	NQ27-15	H	STM		IC	38				N				BERGKVISL	Bergkvísl	Bergkvisl	BERGKVISL	Bergkvísl	Bergkvisl		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2654610	-3663503	66.033244	-18.728398	66:02:00N	18:43:42W	27WXP0294825481	NQ27-06	S	FRM		IC	40				N				THORODDSSTADHIR	Þóroddsstaðir	Thoroddsstadhir	THORODDSSTADHIR	Þóroddsstaðir	Thoroddsstadhir		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649063	-3657329	65.733356	-18.298945	65:44:00N	18:17:56W	27WXN2384092851	NQ27-11	S	FRM		IC	40				N				KROSSASTADHIR	Krossastaðir	Krossastadhir	KROSSASTADHIR	Krossastaðir	Krossastadhir		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649053	-3657319	65.706613	-18.124476	65:42:24N	18:07:28W	27WXN3197190228	NQ27-11	S	FRM		IC	40				N				KROSSANES	Krossanes	Krossanes	KROSSANES	Krossanes	Krossanes		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649053	-3665098	65.706613	-18.124476	65:42:24N	18:07:28W	27WXN3197190228	NQ27-11	S	FRM		IC	40				V				YTRAKROSSANES	Ytrakrossanes	Ytrakrossanes	YTRAKROSSANES	Ytrakrossanes	Ytrakrossanes		2011-02-09	1,2,3,4,5				1993-09-01		
1	-2649032	-3657297	65.578881	-18.096205	65:34:44N	18:05:46W	27WXN3392576063	NQ27-11	S	FRM		IC	40				N				KROPPUR	Kroppur	Kroppur	KROPPUR	Kroppur	Kroppur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655879	-3664885	64.92694	-14.631543	64:55:37N	14:37:54W	28WET1742300363	NQ27-16	T	SLP		IC	38				N				VIDIGROF	Vídigróf	Vidigrof	VIDIGROF	Vídigróf	Vidigrof		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655102	-3664031	64.743765	-14.57713	64:44:38N	14:34:38W	28WES2013279965	NQ27-16	T	GRGE		IC	38				N				TROLLAGIL	Tröllagil	Trollagil	TROLLAGIL	Tröllagil	Trollagil		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655099	-3664028	64.982895	-14.435477	64:58:58N	14:26:08W	28WET2663806667	NQ27-16	T	MT		IC	38				N				TROLLAFJALL	Tröllafjall	Trollafjall	TROLLAFJALL	Tröllafjall	Trollafjall		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655076	-3664004	64.685732	-14.093239	64:41:09N	14:05:36W	28WES4326073740	NQ27-16	T	ISL		IC	38				N				TRESNEFUR	Trésnefur	Tresnefur	TRESNEFUR	Trésnefur	Tresnefur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2654237	-3663079	65.058196	-13.970164	65:03:30N	13:58:13W	28WET4845615335	NQ27-12	S	FRM		IC	38				N				SVINASKALI	Svínaskáli	Svinaskali	SVINASKALI	Svínaskáli	Svinaskali		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655854	-3664859	64.759353	-14.550264	64:45:34N	14:33:01W	28WES2139981711	NQ27-16	S	FRM		IC	38				N				VIDHINES	Víðines	Vidhines	VIDHINES	Víðines	Vidhines		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655848	-3664853	65.007105	-14.598384	65:00:26N	14:35:54W	28WET1893409307	NQ27-12	S	FRM		IC	38				N				VIDHILAEKUR	Víðilækur	Vidhilaekur	VIDHILAEKUR	Víðilækur	Vidhilaekur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655836	-3664841	64.78589	-14.68162	64:47:09N	14:40:54W	28WES1513484631	NQ27-16	T	VAL		IC	38				N				VIDHIDALUR	Víðidalur	Vidhidalur	VIDHIDALUR	Víðidalur	Vidhidalur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655053	-3663980	65.25	-14.4	65:15:00N	14:24:00W	28WET2802936450	NQ27-12	H	LK		IC	38				N				TORFTJORN	Torftjörn	Torftjorn	TORFTJORN	Torftjörn	Torftjorn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2645735	-3653666	64.843879	-14.10511	64:50:38N	14:06:18W	28WES4244591355	NQ27-16	T	SLP		IC	38				N				HALISKOGUR	Háliskógur	Haliskogur	HALISKOGUR	Háliskógur	Haliskogur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2645724	-3653651	64.79865	-14.182288	64:47:55N	14:10:56W	28WES3885086266	NQ27-16	H	STM		IC	38				N				HALA	Hálá	Hala	HALA	Hálá	Hala		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2645718	-3653645	64.579556	-14.717413	64:34:46N	14:43:03W	28WES1353561628	NQ27-16	T	PK		IC	38				N				HAKAFJALLSTINDUR	Hakafjallstindur	Hakafjallstindur	HAKAFJALLSTINDUR	Hakafjallstindur	Hakafjallstindur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2644891	-3652739	65.066667	-13.833333	65:04:00N	13:50:00W	28WET5487716391	NQ27-12	T	PK		IC	38				N				GLAMSAUGA	Glámsauga	Glamsauga	GLAMSAUGA	Glámsauga	Glamsauga		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2644095	-3651867	65.036733	-14.085621	65:02:12N	14:05:08W	28WET4305912860	NQ27-12	S	FRM		IC	38				N				FLATEYRI	Flateyri	Flateyri	FLATEYRI	Flateyri	Flateyri		2011-02-09	1,2,3,4,5	1			1993-09-01		
